Timestamp,Number of people
2018-07-16T05:27:08.526333Z,33
2018-07-16T05:37:15.560159Z,39
2018-07-16T05:47:22.084587Z,44
2018-07-16T05:57:28.624476Z,53
2018-07-16T06:07:36.147683Z,58
2018-07-16T06:17:46.882005Z,63
2018-07-16T06:27:53.754109Z,64
2018-07-16T06:38:00.930125Z,54
2018-07-16T06:48:09.333799Z,54
2018-07-16T06:58:16.524198Z,52
2018-07-16T07:08:23.414946Z,47
2018-07-16T07:18:33.596020Z,39
2018-07-16T07:28:40.292074Z,42
2018-07-16T07:38:47.286653Z,40
2018-07-16T07:48:54.067634Z,44
2018-07-16T07:59:01.865155Z,58
2018-07-16T08:09:19.951718Z,64
2018-07-16T08:19:30.463306Z,67
2018-07-16T08:29:43.548889Z,75
2018-07-16T08:39:51.730705Z,81
2018-07-16T08:49:59.461932Z,92
2018-07-16T09:00:07.100507Z,100
2018-07-16T09:10:15.614982Z,96
2018-07-16T09:20:29.718839Z,90
2018-07-16T09:30:36.759052Z,87
2018-07-16T09:40:44.121509Z,74
2018-07-16T09:50:51.028300Z,58
2018-07-16T10:00:58.453996Z,46
2018-07-16T10:11:10.579861Z,46
2018-07-16T10:21:22.458293Z,43
2018-07-16T10:31:29.272369Z,43
2018-07-16T10:41:37.496471Z,39
2018-07-16T10:51:45.222826Z,40
2018-07-16T11:01:52.623978Z,45
2018-07-16T11:12:00.400641Z,51
2018-07-16T11:22:15.675800Z,54
2018-07-16T11:32:22.799621Z,62
2018-07-16T11:42:30.314822Z,67
2018-07-16T11:52:37.623281Z,68
2018-07-16T12:02:45.238916Z,63
2018-07-16T12:12:58.364328Z,72
2018-07-16T12:23:16.229517Z,69
2018-07-16T12:33:23.757467Z,70
2018-07-16T12:43:31.236307Z,65
2018-07-16T12:53:38.414567Z,59
2018-07-16T13:03:45.721879Z,57
2018-07-16T13:13:53.074367Z,62
2018-07-16T13:24:04.046119Z,56
2018-07-16T13:34:18.250571Z,54
2018-07-16T13:44:25.907573Z,49
2018-07-16T13:54:33.250932Z,50
2018-07-16T14:04:41.004058Z,56
2018-07-16T14:14:50.171888Z,63
2018-07-16T14:25:00.468307Z,63
2018-07-16T14:35:12.477520Z,60
2018-07-16T14:45:21.133067Z,58
2018-07-16T14:55:28.342854Z,62
2018-07-16T15:05:35.888450Z,53
2018-07-16T15:15:43.490372Z,67
2018-07-16T15:25:54.715994Z,73
2018-07-16T15:36:01.916857Z,71
2018-07-16T19:34:13.388535Z,95
2018-07-16T19:44:20.839608Z,90
2018-07-16T19:54:28.150362Z,78
2018-07-16T20:04:35.789448Z,74
2018-07-16T20:14:43.574559Z,72
2018-07-16T20:24:50.693213Z,73
2018-07-16T20:34:58.303946Z,69
2018-07-16T20:45:06.485593Z,64
2018-07-16T20:55:17.963587Z,56
2018-07-16T21:05:26.213990Z,45
2018-07-16T21:15:34.726502Z,42
2018-07-16T21:25:42.535827Z,37
2018-07-16T21:35:52.749238Z,36
2018-07-16T21:45:59.730119Z,32
2018-07-16T21:56:14.440514Z,33
2018-07-16T22:06:22.233520Z,30
2018-07-16T22:16:29.469657Z,26
2018-07-16T22:26:36.567382Z,24
2018-07-16T22:36:43.813596Z,21
2018-07-16T22:46:51.057868Z,20
2018-07-16T22:57:02.554978Z,20
2018-07-16T23:07:09.714944Z,20
2018-07-16T23:17:22.667723Z,20
2018-07-16T23:27:29.767972Z,20
2018-07-16T23:37:37.607493Z,20
2018-07-16T23:47:45.328322Z,20
2018-07-16T23:57:57.772129Z,20
2018-07-17T00:08:05.354994Z,20
2018-07-17T00:18:14.821158Z,20
2018-07-17T00:28:22.054436Z,20
2018-07-17T00:38:29.655477Z,20
2018-07-17T00:48:36.866806Z,20
2018-07-17T00:58:48.398194Z,20
2018-07-17T01:08:55.565281Z,20
2018-07-17T01:19:02.492079Z,20
2018-07-17T01:29:09.515388Z,20
2018-07-17T01:39:16.890645Z,20
2018-07-17T01:49:23.842952Z,20
2018-07-17T01:59:33.887307Z,20
2018-07-17T02:09:41.072352Z,20
2018-07-17T02:19:48.066486Z,20
2018-07-17T02:29:55.748083Z,20
2018-07-17T02:40:03.331123Z,20
2018-07-17T02:50:10.399925Z,20
2018-07-17T03:00:21.248188Z,20
2018-07-17T03:10:28.424440Z,20
2018-07-17T03:20:35.560172Z,20
2018-07-17T03:30:42.448705Z,20
2018-07-17T03:40:49.394089Z,20
2018-07-17T03:50:56.282640Z,20
2018-07-17T04:01:07.308536Z,20
2018-07-17T04:11:15.689827Z,20
2018-07-17T04:21:28.885241Z,20
2018-07-17T04:31:35.073533Z,20
2018-07-17T04:41:42.045276Z,23
2018-07-17T04:51:49.031460Z,37
2018-07-17T05:02:00.294188Z,46
2018-07-17T05:12:07.697876Z,59
2018-07-17T05:22:14.510561Z,53
2018-07-17T05:32:21.738028Z,56
2018-07-17T05:42:30.602414Z,63
2018-07-17T05:52:43.832514Z,69
2018-07-17T06:02:52.469324Z,60
2018-07-17T06:12:59.603676Z,55
2018-07-17T06:23:06.926657Z,60
2018-07-17T06:33:14.377848Z,57
2018-07-17T06:43:21.753336Z,43
2018-07-17T06:53:29.627638Z,39
2018-07-17T07:03:40.885720Z,34
2018-07-17T07:13:47.801735Z,29
2018-07-17T07:23:54.582808Z,31
2018-07-17T07:34:03.691326Z,31
2018-07-17T07:44:10.808077Z,28
2018-07-17T07:54:24.673016Z,29
2018-07-17T08:04:35.610012Z,28
2018-07-17T08:14:43.027613Z,32
2018-07-17T08:24:49.937568Z,47
2018-07-17T08:34:57.354239Z,53
2018-07-17T08:45:07.046152Z,57
2018-07-17T08:55:17.130464Z,75
2018-07-17T09:05:25.277884Z,83
2018-07-17T09:15:33.756303Z,94
2018-07-17T09:25:41.460153Z,82
2018-07-17T09:35:48.671877Z,88
2018-07-17T09:45:56.195270Z,102
2018-07-17T09:56:03.927624Z,101
2018-07-17T10:06:16.688899Z,89
2018-07-17T10:16:24.540641Z,87
2018-07-17T10:26:31.393645Z,76
2018-07-17T10:36:38.404882Z,69
2018-07-17T10:46:45.629271Z,71
2018-07-17T10:56:53.628503Z,49
2018-07-17T11:07:04.464872Z,48
2018-07-17T11:17:23.660013Z,50
2018-07-17T11:27:34.756392Z,52
2018-07-17T11:37:41.703253Z,64
2018-07-17T11:47:49.883301Z,66
2018-07-17T11:57:55.691265Z,59
2018-07-17T12:08:07.418968Z,60
2018-07-17T12:18:20.813929Z,61
2018-07-17T12:28:27.785406Z,53
2018-07-17T12:38:35.225520Z,52
2018-07-17T12:48:43.112317Z,48
2018-07-17T12:58:50.032864Z,54
2018-07-17T13:08:59.900460Z,57
2018-07-17T13:19:09.094937Z,62
2018-07-17T13:29:17.408079Z,64
2018-07-17T13:39:30.422954Z,58
2018-07-17T13:49:37.895810Z,54
2018-07-17T13:59:45.957557Z,54
2018-07-17T14:09:53.314715Z,60
2018-07-17T14:20:00.462093Z,60
2018-07-17T14:30:08.569034Z,56
2018-07-17T14:40:15.702037Z,56
2018-07-17T14:50:22.755195Z,58
2018-07-17T15:00:31.834844Z,57
2018-07-17T15:10:43.060674Z,57
2018-07-17T15:20:51.216678Z,63
2018-07-17T15:30:58.207115Z,64
2018-07-17T15:41:06.672872Z,71
2018-07-17T15:51:16.598298Z,76
2018-07-17T16:01:25.154607Z,92
2018-07-17T16:11:32.112224Z,107
2018-07-17T16:21:39.554832Z,124
2018-07-17T16:31:46.621175Z,131
2018-07-17T16:41:53.416696Z,142
2018-07-17T16:52:00.635084Z,147
2018-07-17T17:02:07.914176Z,163
2018-07-17T17:12:22.053050Z,175
2018-07-17T17:22:30.585701Z,163
2018-07-17T17:32:38.460812Z,160
2018-07-17T17:42:45.646054Z,155
2018-07-17T17:52:53.365916Z,160
2018-07-17T18:03:07.283792Z,143
2018-07-17T18:13:19.495303Z,137
2018-07-17T18:23:26.752582Z,148
2018-07-17T18:33:34.285851Z,150
2018-07-17T18:43:41.682991Z,164
2018-07-17T18:53:48.685083Z,142
2018-07-17T19:03:55.980336Z,149
2018-07-17T19:14:15.438181Z,140
2018-07-17T19:24:22.886566Z,137
2018-07-17T19:34:30.543136Z,110
2018-07-17T19:44:37.775441Z,77
2018-07-17T19:54:45.323603Z,65
2018-07-17T20:04:52.729899Z,63
2018-07-17T20:15:05.193302Z,66
2018-07-17T20:25:12.758591Z,64
2018-07-17T20:35:19.977284Z,70
2018-07-17T20:45:27.128397Z,69
2018-07-17T20:55:34.560751Z,69
2018-07-17T21:05:41.625421Z,66
2018-07-17T21:15:53.102396Z,64
2018-07-17T21:26:00.428956Z,59
2018-07-17T21:36:09.074706Z,42
2018-07-17T21:46:21.993188Z,38
2018-07-17T21:56:29.577909Z,39
2018-07-17T22:06:37.171367Z,33
2018-07-17T22:16:48.261427Z,29
2018-07-17T22:26:55.609222Z,24
2018-07-17T22:37:02.439811Z,21
2018-07-17T22:47:12.341474Z,20
2018-07-17T22:57:19.463652Z,20
2018-07-17T23:07:26.881839Z,20
2018-07-17T23:17:37.721135Z,20
2018-07-17T23:27:44.474010Z,20
2018-07-17T23:37:51.688207Z,20
2018-07-17T23:47:58.683628Z,20
2018-07-17T23:58:15.184442Z,20
2018-07-19T12:11:23.614174Z,63
2018-07-19T12:21:31.898733Z,60
2018-07-19T12:31:39.148316Z,54
2018-07-19T12:41:46.158271Z,45
2018-07-19T12:51:53.237409Z,38
2018-07-19T13:02:00.090726Z,37
2018-07-19T13:12:08.343458Z,35
2018-07-19T13:22:16.523466Z,34
2018-07-19T13:32:23.702321Z,38
2018-07-19T13:42:30.832338Z,44
2018-07-19T13:52:37.678855Z,53
2018-07-19T14:02:45.041003Z,48
2018-07-19T14:12:52.133506Z,44
2018-07-19T14:22:59.059331Z,42
2018-07-19T14:33:06.289246Z,39
2018-07-19T14:43:13.599282Z,38
2018-07-19T14:53:20.820950Z,43
2018-07-19T15:03:27.708448Z,45
2018-07-19T15:13:35.338077Z,37
2018-07-19T15:23:41.963225Z,44
2018-07-19T15:33:48.896890Z,47
2018-07-19T15:43:55.993372Z,50
2018-07-19T15:54:02.920919Z,58
2018-07-19T16:04:10.137109Z,70
2018-07-19T16:14:23.124604Z,83
2018-07-19T16:24:29.705071Z,106
2018-07-19T16:34:36.561299Z,108
2018-07-19T16:44:43.701056Z,111
2018-07-19T16:54:50.094801Z,132
2018-07-19T17:04:56.950949Z,144
2018-07-19T17:15:06.575948Z,137
2018-07-19T17:25:17.855034Z,133
2018-07-19T17:35:24.826592Z,144
2018-07-19T17:45:37.378629Z,135
2018-07-19T17:55:49.951903Z,131
2018-07-19T18:05:57.569212Z,135
2018-07-19T18:16:05.051206Z,143
2018-07-19T18:26:11.175543Z,123
2018-07-19T18:36:18.316605Z,120
2018-07-19T18:46:25.315021Z,118
2018-07-19T18:56:32.180603Z,116
2018-07-19T19:06:39.770809Z,112
2018-07-19T19:16:46.983658Z,90
2018-07-19T19:26:54.064874Z,79
2018-07-19T19:37:02.097976Z,80
2018-07-19T19:47:10.103017Z,73
2018-07-19T19:57:22.896583Z,74
2018-07-19T20:07:30.289471Z,73
2018-07-19T20:17:37.753351Z,73
2018-07-19T20:27:45.077303Z,69
2018-07-19T20:37:51.920683Z,63
2018-07-19T20:47:59.085616Z,64
2018-07-19T20:58:06.779775Z,57
2018-07-19T21:08:13.345240Z,57
2018-07-19T21:18:20.395903Z,49
2018-07-19T21:28:27.439928Z,39
2018-07-19T21:38:34.708938Z,31
2018-07-19T21:48:41.450624Z,27
2018-07-19T21:58:48.276917Z,24
2018-07-19T22:08:55.431853Z,20
2018-07-19T22:19:04.945628Z,20
2018-07-19T22:29:13.002442Z,20
2018-07-19T22:39:20.228808Z,22
2018-07-19T22:49:28.190562Z,20
2018-07-19T22:59:35.116171Z,20
2018-07-19T23:09:42.019022Z,20
2018-07-19T23:19:49.305926Z,20
2018-07-19T23:29:56.232102Z,20
2018-07-19T23:40:02.872703Z,20
2018-07-19T23:50:10.707831Z,20
2018-07-20T00:00:17.848955Z,20
2018-07-20T00:10:24.740981Z,20
2018-07-20T00:20:31.948051Z,20
2018-07-20T00:30:38.780979Z,20
2018-07-20T00:40:45.623202Z,20
2018-07-20T00:50:53.231405Z,20
2018-07-20T01:01:00.340931Z,20
2018-07-20T01:11:09.601085Z,20
2018-07-20T01:21:16.982503Z,20
2018-07-20T01:31:23.893639Z,20
2018-07-20T01:41:30.678210Z,20
2018-07-20T01:51:37.633707Z,20
2018-07-20T02:01:45.017285Z,20
2018-07-20T02:11:52.172998Z,20
2018-07-20T02:21:59.424546Z,20
2018-07-20T02:32:06.576359Z,20
2018-07-20T02:42:14.373800Z,20
2018-07-20T02:52:21.526041Z,20
2018-07-20T03:02:28.523162Z,20
2018-07-20T03:12:35.297287Z,20
2018-07-20T03:22:42.459856Z,20
2018-07-20T03:32:49.636830Z,20
2018-07-20T03:42:56.533452Z,20
2018-07-20T03:53:04.096881Z,20
2018-07-20T04:03:12.988314Z,20
2018-07-20T04:13:19.984750Z,20
2018-07-20T04:23:27.357433Z,20
2018-07-20T04:33:34.397405Z,20
2018-07-20T04:43:41.545998Z,20
2018-07-20T04:53:48.642794Z,21
2018-07-20T05:03:55.812918Z,29
2018-07-20T05:14:02.915819Z,31
2018-07-20T05:24:10.208065Z,30
2018-07-20T05:34:17.207333Z,36
2018-07-20T05:44:23.850836Z,49
2018-07-20T05:54:31.162198Z,54
2018-07-20T06:04:37.964399Z,64
2018-07-20T06:14:45.513240Z,65
2018-07-20T06:24:52.582382Z,65
2018-07-20T06:35:00.373736Z,52
2018-07-20T06:45:07.419824Z,45
2018-07-20T06:55:14.375680Z,46
2018-07-20T07:05:22.425902Z,37
2018-07-20T07:15:29.693986Z,32
2018-07-20T07:25:37.721080Z,33
2018-07-20T07:35:44.585050Z,34
2018-07-20T07:45:51.699381Z,35
2018-07-20T07:55:58.690862Z,41
2018-07-20T08:06:06.466636Z,45
2018-07-20T08:16:13.691787Z,55
2018-07-20T08:26:20.944261Z,64
2018-07-20T08:36:27.849000Z,70
2018-07-20T08:46:36.958186Z,73
2018-07-20T08:56:43.613214Z,70
2018-07-20T09:06:52.592529Z,71
2018-07-20T09:16:59.567965Z,73
2018-07-20T09:27:07.129030Z,66
2018-07-20T09:37:15.249324Z,69
2018-07-20T09:47:22.770405Z,70
2018-07-20T09:57:29.627675Z,77
2018-07-20T10:07:38.975952Z,68
2018-07-20T10:17:45.866984Z,60
2018-07-20T10:27:53.063948Z,50
2018-07-20T10:37:59.985231Z,47
2018-07-20T10:48:07.333711Z,52
2018-07-20T10:58:16.679866Z,53
2018-07-20T11:08:24.690806Z,57
2018-07-20T11:18:31.986015Z,58
2018-07-20T11:28:39.533769Z,58
2018-07-20T11:38:46.670526Z,57
2018-07-20T11:48:54.102567Z,51
2018-07-20T11:59:01.401156Z,46
2018-07-20T12:09:09.266635Z,42
2018-07-20T12:19:19.952207Z,40
2018-07-20T12:29:27.545792Z,39
2018-07-20T12:39:34.752381Z,35
2018-07-20T12:49:41.768173Z,36
2018-07-20T12:59:48.990457Z,39
2018-07-20T13:09:56.407920Z,39
2018-07-20T13:20:04.795841Z,37
2018-07-20T13:30:14.140874Z,35
2018-07-20T13:40:20.970894Z,35
2018-07-20T13:50:28.457737Z,34
2018-07-20T14:00:35.789152Z,38
2018-07-20T14:10:46.036579Z,43
2018-07-20T14:20:53.286620Z,48
2018-07-20T14:31:00.604059Z,53
2018-07-20T14:41:08.806728Z,53
2018-07-20T14:51:15.921125Z,54
2018-07-20T15:01:23.388324Z,58
2018-07-20T15:11:30.549142Z,59
2018-07-20T15:21:37.613749Z,65
2018-07-20T15:31:45.209698Z,64
2018-07-20T15:41:52.363209Z,63
2018-07-20T15:51:59.671775Z,76
2018-07-20T16:02:06.130107Z,84
2018-07-20T16:12:13.239763Z,81
2018-07-20T16:22:20.712440Z,90
2018-07-20T16:32:27.909682Z,106
2018-07-20T16:42:34.883236Z,110
2018-07-20T16:52:42.851985Z,114
2018-07-20T17:02:50.444317Z,131
2018-07-20T17:12:58.003369Z,123
2018-07-20T17:23:19.496316Z,118
2018-07-20T17:33:26.986618Z,112
2018-07-20T17:43:34.181482Z,103
2018-07-20T17:53:41.831963Z,92
2018-07-20T18:03:51.344039Z,82
2018-07-20T18:13:58.694670Z,77
2018-07-20T18:24:08.660745Z,74
2018-07-20T18:34:16.788294Z,82
2018-07-20T18:44:23.755297Z,81
2018-07-20T18:54:32.011199Z,83
2018-07-20T19:04:39.110266Z,78
2018-07-20T19:14:45.999010Z,70
2018-07-20T19:24:55.715197Z,77
2018-07-20T19:35:03.382308Z,75
2018-07-20T19:45:10.579048Z,69
2018-07-20T19:55:18.283103Z,62
2018-07-20T20:05:25.613584Z,57
2018-07-20T20:15:32.577301Z,57
2018-07-20T20:25:39.664210Z,49
2018-07-20T20:35:46.960627Z,45
2018-07-20T20:45:54.110833Z,39
2018-07-20T20:56:00.875060Z,35
2018-07-20T21:06:10.820794Z,32
2018-07-20T21:16:18.009768Z,23
2018-07-20T21:26:25.268802Z,20
2018-07-20T21:36:33.041372Z,20
2018-07-20T21:46:39.921735Z,20
2018-07-20T21:56:47.129481Z,20
2018-07-20T22:06:54.347680Z,20
2018-07-20T22:17:02.153903Z,20
2018-07-20T22:27:09.489542Z,20
2018-07-20T22:37:16.846830Z,20
2018-07-20T22:47:23.965939Z,20
2018-07-20T22:57:31.266091Z,20
2018-07-20T23:07:38.695557Z,20
2018-07-20T23:17:46.137213Z,20
2018-07-20T23:27:53.262616Z,20
2018-07-20T23:38:01.519440Z,20
2018-07-20T23:48:16.288599Z,20
2018-07-20T23:58:23.824599Z,20
2018-07-21T00:08:31.409906Z,20
2018-07-21T00:18:38.790113Z,20
2018-07-21T00:28:46.176764Z,20
2018-07-21T00:38:54.351238Z,20
2018-07-21T00:49:01.893975Z,20
2018-07-21T00:59:09.511811Z,20
2018-07-21T01:09:22.806266Z,20
2018-07-21T01:19:29.949912Z,20
2018-07-21T01:29:36.906718Z,20
2018-07-21T01:39:44.649265Z,20
2018-07-21T01:49:52.068235Z,20
2018-07-21T01:59:59.650519Z,20
2018-07-22T22:15:06.340474Z,20
2018-07-22T22:25:15.804137Z,20
2018-07-22T22:35:22.469794Z,20
2018-07-22T22:45:29.411253Z,20
2018-07-22T22:55:35.937779Z,20
2018-07-22T23:05:43.139110Z,20
2018-07-22T23:15:50.389653Z,20
2018-07-22T23:25:57.525189Z,20
2018-07-22T23:36:05.232792Z,20
2018-07-22T23:46:17.485305Z,20
2018-07-22T23:56:23.927160Z,20
2018-07-23T00:06:30.572312Z,20
2018-07-23T00:16:37.245790Z,20
2018-07-23T00:26:47.125081Z,20
2018-07-23T00:36:54.015524Z,20
2018-07-23T00:47:01.113486Z,20
2018-07-23T00:57:08.302805Z,20
2018-07-23T01:07:15.740954Z,20
2018-07-23T01:17:23.052513Z,20
2018-07-23T01:27:34.315560Z,20
2018-07-23T01:37:41.758501Z,20
2018-07-23T01:47:49.154074Z,20
2018-07-23T01:57:56.968840Z,20
2018-07-23T02:08:04.897253Z,20
2018-07-23T02:18:13.781582Z,20
2018-07-23T02:28:23.804554Z,20
2018-07-23T02:38:31.199760Z,20
2018-07-23T02:48:38.546736Z,20
2018-07-23T02:58:45.658729Z,20
2018-07-23T03:08:52.506853Z,20
2018-07-23T03:18:59.915931Z,20
2018-07-23T03:29:11.547365Z,20
2018-07-23T03:39:18.777083Z,20
2018-07-23T03:49:25.928513Z,20
2018-07-23T03:59:33.338011Z,20
2018-07-23T04:09:40.658951Z,20
2018-07-23T04:19:48.685978Z,20
2018-07-23T04:29:58.944430Z,20
2018-07-23T04:40:09.258815Z,20
2018-07-23T04:50:17.271017Z,22
2018-07-23T05:00:24.491466Z,26
2018-07-23T05:10:31.385290Z,33
2018-07-23T05:20:38.648799Z,38
2018-07-23T05:30:48.897867Z,37
2018-07-23T05:40:55.794163Z,42
2018-07-23T05:51:03.207647Z,42
2018-07-23T06:01:09.973193Z,46
2018-07-23T06:11:17.093197Z,53
2018-07-23T06:21:24.484771Z,55
2018-07-23T06:31:36.052106Z,58
2018-07-23T06:41:43.311882Z,52
2018-07-23T06:51:53.055855Z,46
2018-07-23T07:02:00.153842Z,39
2018-07-23T07:12:09.122984Z,37
2018-07-23T07:22:16.396110Z,38
2018-07-23T07:32:29.514015Z,33
2018-07-23T07:42:37.005652Z,40
2018-07-23T07:52:44.036940Z,54
2018-07-23T08:02:51.093525Z,71
2018-07-23T08:12:58.501197Z,67
2018-07-23T08:23:06.901905Z,64
2018-07-23T08:33:16.283924Z,69
2018-07-23T08:43:23.340262Z,80
2018-07-23T08:53:31.523299Z,94
2018-07-23T09:03:39.007192Z,108
2018-07-23T09:13:47.292453Z,100
2018-07-23T09:23:56.282896Z,100
2018-07-23T09:34:05.153307Z,101
2018-07-23T09:44:16.308174Z,93
2018-07-23T09:54:25.144216Z,86
2018-07-23T10:04:32.548258Z,75
2018-07-23T10:14:40.461739Z,69
2018-07-23T10:24:48.643002Z,58
2018-07-23T10:35:03.664871Z,56
2018-07-23T10:45:11.911453Z,51
2018-07-23T10:55:19.898828Z,49
2018-07-23T11:05:27.695617Z,49
2018-07-23T11:15:36.084558Z,44
2018-07-23T11:25:52.896556Z,61
2018-07-23T11:36:04.234374Z,65
2018-07-23T11:46:12.133070Z,63
2018-07-23T11:56:20.135227Z,60
2018-07-23T12:06:27.730381Z,62
2018-07-23T12:16:35.281667Z,66
2018-07-23T12:26:42.802987Z,62
2018-07-23T12:36:54.866959Z,62
2018-07-23T12:47:05.511680Z,53
2018-07-23T12:57:20.118920Z,58
2018-07-23T13:07:27.663390Z,58
2018-07-23T13:17:35.633726Z,60
2018-07-23T13:27:43.431772Z,60
2018-07-23T13:37:50.889187Z,64
2018-07-23T13:47:58.868108Z,62
2018-07-23T13:58:15.403743Z,62
2018-07-23T14:08:23.154747Z,59
2018-07-23T14:18:31.221481Z,61
2018-07-23T14:28:39.528880Z,53
2018-07-23T14:38:47.116263Z,57
2018-07-23T14:49:02.129819Z,59
2018-07-23T14:59:10.097035Z,56
2018-07-23T15:09:18.753169Z,63
2018-07-23T15:19:26.227504Z,69
2018-07-23T15:29:33.806294Z,67
2018-07-23T15:39:41.508164Z,70
2018-07-23T15:49:53.934510Z,75
2018-07-23T16:00:01.686254Z,82
2018-07-23T16:10:15.600776Z,87
2018-07-23T16:20:24.339077Z,104
2018-07-23T16:30:34.343501Z,119
2018-07-23T16:40:42.006668Z,135
2018-07-23T16:50:54.285423Z,137
2018-07-23T17:01:02.445971Z,149
2018-07-23T17:11:14.840780Z,150
2018-07-23T17:21:28.163470Z,164
2018-07-23T17:31:36.437895Z,149
2018-07-23T17:41:45.233012Z,151
2018-07-23T17:51:53.683784Z,154
2018-07-23T18:02:01.317104Z,161
2018-07-23T18:12:14.644290Z,142
2018-07-23T18:22:22.137378Z,127
2018-07-23T18:32:29.901209Z,132
2018-07-23T18:42:37.537775Z,131
2018-07-23T18:52:50.641365Z,114
2018-07-23T19:02:58.512130Z,110
2018-07-23T19:13:06.688960Z,112
2018-07-23T19:23:17.248210Z,118
2018-07-23T19:33:25.162523Z,108
2018-07-23T19:43:33.340692Z,109
2018-07-23T19:53:45.318172Z,103
2018-07-23T20:03:53.383074Z,104
2018-07-23T20:14:00.984650Z,100
2018-07-23T20:24:09.600259Z,94
2018-07-23T20:34:17.759830Z,81
2018-07-23T20:44:25.475954Z,71
2018-07-23T20:54:38.051767Z,71
2018-07-23T21:04:45.726376Z,66
2018-07-23T21:14:52.741750Z,54
2018-07-23T21:25:00.405797Z,45
2018-07-23T21:35:09.342628Z,44
2018-07-23T21:45:17.653510Z,44
2018-07-23T21:55:29.388497Z,44
2018-07-23T22:05:39.058382Z,37
2018-07-23T22:15:47.396723Z,34
2018-07-23T22:25:55.133471Z,35
2018-07-23T22:36:02.476112Z,35
2018-07-23T22:46:11.013780Z,24
2018-07-23T22:56:22.522417Z,25
2018-07-23T23:06:29.608294Z,20
2018-07-23T23:16:36.857663Z,20
2018-07-23T23:26:44.109887Z,21
2018-07-23T23:36:51.447020Z,20
2018-07-23T23:46:58.540613Z,20
2018-07-23T23:57:12.637791Z,20
2018-07-24T00:07:20.049577Z,20
2018-07-24T00:17:27.811549Z,20
2018-07-24T00:27:40.097104Z,20
2018-07-24T00:37:47.237926Z,20
2018-07-24T00:47:54.146367Z,20
2018-07-24T00:58:05.169694Z,20
2018-07-24T01:08:13.425757Z,20
2018-07-24T01:18:19.659005Z,20
2018-07-24T01:28:26.738451Z,20
2018-07-24T01:38:36.240227Z,20
2018-07-24T01:48:43.331957Z,20
2018-07-24T01:58:54.378725Z,20
2018-07-24T02:09:01.648394Z,20
2018-07-24T02:19:09.832376Z,20
2018-07-24T02:29:17.103729Z,20
2018-07-24T02:39:24.725194Z,20
2018-07-24T02:49:31.991991Z,20
2018-07-24T02:59:43.168839Z,20
2018-07-24T03:09:50.090222Z,20
2018-07-24T03:19:57.042015Z,20
2018-07-24T03:30:04.663440Z,20
2018-07-24T03:40:12.124468Z,20
2018-07-24T03:50:18.512668Z,20
2018-07-24T04:00:29.219798Z,20
2018-07-24T04:10:36.505524Z,20
2018-07-24T04:20:43.884244Z,20
2018-07-24T04:30:50.982117Z,20
2018-07-24T04:40:57.897588Z,20
2018-07-24T04:51:05.290603Z,25
2018-07-24T05:01:18.141880Z,32
2018-07-24T05:11:25.691385Z,44
2018-07-24T05:21:32.740686Z,46
2018-07-24T05:31:39.799679Z,48
2018-07-24T05:41:46.956874Z,52
2018-07-24T05:51:53.038922Z,55
2018-07-24T06:02:05.463746Z,58
2018-07-24T06:12:19.592291Z,50
2018-07-24T06:22:26.875296Z,58
2018-07-24T06:32:34.415407Z,56
2018-07-24T06:42:48.412525Z,48
2018-07-24T06:52:56.030185Z,48
2018-07-24T07:03:09.722557Z,46
2018-07-24T07:13:17.910201Z,49
2018-07-24T07:23:25.009242Z,44
2018-07-24T07:33:32.661291Z,46
2018-07-24T07:43:39.814633Z,43
2018-07-24T07:53:47.096704Z,42
2018-07-24T08:03:59.045701Z,48
2018-07-24T08:14:06.725761Z,56
2018-07-24T08:24:14.658717Z,65
2018-07-24T08:34:22.116312Z,75
2018-07-24T08:44:29.979402Z,83
2018-07-24T08:54:42.437672Z,93
2018-07-24T09:04:54.674405Z,93
2018-07-24T09:15:02.250347Z,104
2018-07-25T00:01:49.269107Z,20
2018-07-25T00:11:57.106176Z,20
2018-07-25T00:22:05.593097Z,20
2018-07-25T00:32:16.625228Z,20
2018-07-25T00:42:23.914230Z,20
2018-07-25T00:52:31.112503Z,20
2018-07-25T01:02:38.757097Z,20
2018-07-25T01:12:45.982282Z,20
2018-07-25T01:22:53.143229Z,20
2018-07-25T01:33:03.657862Z,20
2018-07-25T01:43:11.273011Z,20
2018-07-25T01:53:19.452037Z,20
2018-07-25T02:03:27.271693Z,20
2018-07-25T02:13:34.505678Z,20
2018-07-25T02:23:41.836315Z,20
2018-07-25T02:33:52.571701Z,20
2018-07-25T02:43:59.725121Z,20
2018-07-25T02:54:07.139992Z,20
2018-07-25T03:04:15.790210Z,20
2018-07-25T03:14:23.275416Z,20
2018-07-25T03:24:30.218100Z,20
2018-07-25T03:34:42.509741Z,20
2018-07-25T03:44:49.648530Z,20
2018-07-25T03:54:56.981018Z,20
2018-07-25T04:05:05.449905Z,20
2018-07-25T04:15:15.122945Z,20
2018-07-25T04:25:22.505269Z,20
2018-07-25T04:35:32.844635Z,20
2018-07-25T04:45:39.732033Z,26
2018-07-25T04:55:46.620506Z,31
2018-07-25T05:05:53.844908Z,40
2018-07-25T05:16:00.781962Z,48
2018-07-25T05:26:09.287531Z,50
2018-07-25T05:36:20.677560Z,56
2018-07-25T05:46:27.758429Z,56
2018-07-25T05:56:33.567021Z,56
